"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 21, 2023","8.12","8.35","8.42","8.06","9.89M","-2.71%"
"Jul 20, 2023","8.35","6.91","8.40","6.89","25.92M","20.77%"
"Jul 19, 2023","6.92","6.91","7.05","6.78","4.96M","0.00%"
"Jul 18, 2023","6.91","7.19","7.30","6.80","9.64M","-3.77%"
"Jul 17, 2023","7.19","6.61","7.25","6.46","9.89M","8.79%"
"Jul 16, 2023","6.61","6.92","6.92","6.58","3.65M","-4.49%"
"Jul 15, 2023","6.92","6.96","7.02","6.83","3.46M","-0.58%"
"Jul 14, 2023","6.96","7.12","7.34","6.71","8.00M","-2.32%"
"Jul 13, 2023","7.12","6.25","7.14","6.21","6.95M","13.92%"
"Jul 12, 2023","6.25","6.21","6.34","6.20","2.21M","0.73%"
"Jul 11, 2023","6.21","6.17","6.23","6.12","1.10M","0.63%"
"Jul 10, 2023","6.17","6.15","6.30","6.02","2.21M","0.33%"
"Jul 09, 2023","6.15","6.20","6.24","6.13","1.23M","-0.81%"
"Jul 08, 2023","6.20","6.16","6.22","6.10","1.31M","0.66%"
"Jul 07, 2023","6.16","6.08","6.22","6.04","2.11M","1.25%"
"Jul 06, 2023","6.08","6.30","6.51","6.08","3.80M","-3.52%"
"Jul 05, 2023","6.30","6.52","6.57","6.22","3.10M","-3.36%"
"Jul 04, 2023","6.52","6.63","6.63","6.41","2.67M","-1.58%"
"Jul 03, 2023","6.63","6.54","6.69","6.47","3.30M","1.33%"
"Jul 02, 2023","6.54","6.50","6.56","6.34","4.18M","0.59%"
"Jul 01, 2023","6.50","6.31","6.52","6.13","5.25M","3.01%"
"Jun 30, 2023","6.31","5.89","6.45","5.81","8.92M","7.13%"
"Jun 29, 2023","5.89","5.81","6.18","5.79","4.30M","1.41%"
"Jun 28, 2023","5.81","6.20","6.20","5.74","4.23M","-6.31%"
"Jun 27, 2023","6.20","6.06","6.25","6.05","3.32M","2.24%"
"Jun 26, 2023","6.06","6.16","6.25","6.01","3.95M","-1.51%"
"Jun 25, 2023","6.16","6.14","6.37","6.06","3.29M","0.24%"
"Jun 24, 2023","6.14","6.07","6.19","5.94","3.28M","1.25%"
"Jun 23, 2023","6.07","5.56","6.15","5.55","6.86M","9.10%"
"Jun 22, 2023","5.56","5.56","5.82","5.52","4.77M","0.00%"
"Jun 21, 2023","5.56","5.27","5.58","5.25","5.38M","5.68%"
"Jun 20, 2023","5.27","5.13","5.28","5.00","4.31M","2.71%"
"Jun 19, 2023","5.13","5.16","5.18","5.00","3.29M","-0.74%"
"Jun 18, 2023","5.16","5.28","5.30","5.15","2.00M","-2.14%"
"Jun 17, 2023","5.28","5.32","5.39","5.23","1.92M","-0.81%"
"Jun 16, 2023","5.32","5.31","5.39","5.17","2.24M","0.28%"
"Jun 15, 2023","5.31","5.25","5.42","5.16","2.99M","1.11%"
"Jun 14, 2023","5.25","5.30","5.51","5.16","3.93M","-1.00%"
"Jun 13, 2023","5.30","5.16","5.40","5.11","2.58M","2.73%"
"Jun 12, 2023","5.16","5.17","5.19","5.02","2.84M","-0.34%"
"Jun 11, 2023","5.18","5.23","5.25","5.10","2.59M","-1.11%"
"Jun 10, 2023","5.23","5.99","6.00","4.78","14.47M","-12.53%"
"Jun 09, 2023","5.99","5.99","6.08","5.92","1.27M","-0.15%"
"Jun 08, 2023","5.99","5.92","6.04","5.88","1.47M","1.30%"
"Jun 07, 2023","5.92","6.26","6.26","5.83","3.06M","-5.42%"
"Jun 06, 2023","6.26","6.06","6.31","6.01","3.78M","3.27%"
"Jun 05, 2023","6.06","6.45","6.49","5.97","4.58M","-6.05%"
"Jun 04, 2023","6.45","6.42","6.53","6.39","1.20M","0.48%"
"Jun 03, 2023","6.42","6.45","6.46","6.37","889.01K","-0.59%"
"Jun 02, 2023","6.45","6.34","6.48","6.32","2.19M","1.76%"
"Jun 01, 2023","6.34","6.48","6.51","6.32","2.21M","-2.15%"
"May 31, 2023","6.48","6.61","6.63","6.41","2.66M","-2.01%"
"May 30, 2023","6.61","6.64","6.67","6.54","2.44M","-0.34%"
"May 29, 2023","6.64","6.63","6.67","6.53","2.30M","0.09%"
"May 28, 2023","6.63","6.44","6.66","6.42","2.07M","3.03%"
"May 27, 2023","6.44","6.34","6.44","6.34","1.12M","1.48%"
"May 26, 2023","6.34","6.28","6.38","6.24","1.74M","1.05%"
"May 25, 2023","6.28","6.32","6.34","6.19","1.92M","-0.73%"
"May 24, 2023","6.32","6.50","6.50","6.22","3.16M","-2.80%"
"May 23, 2023","6.50","6.53","6.63","6.48","1.80M","-0.34%"
"May 22, 2023","6.53","6.43","6.61","6.35","2.68M","1.44%"
"May 21, 2023","6.43","6.50","6.54","6.37","1.32M","-1.09%"
"May 20, 2023","6.50","6.51","6.54","6.47","789.81K","0.00%"
"May 19, 2023","6.51","6.53","6.55","6.47","1.47M","-0.43%"
"May 18, 2023","6.53","6.76","6.77","6.43","2.32M","-3.26%"
"May 17, 2023","6.76","6.66","6.80","6.55","3.39M","1.36%"
"May 16, 2023","6.66","6.64","6.72","6.56","2.38M","0.44%"
"May 15, 2023","6.64","6.55","6.71","6.46","2.39M","1.36%"
"May 14, 2023","6.55","6.49","6.61","6.44","1.24M","0.82%"
"May 13, 2023","6.49","6.62","6.63","6.48","1.81M","-1.89%"
"May 12, 2023","6.62","6.36","6.64","6.24","3.48M","3.99%"
"May 11, 2023","6.36","6.59","6.59","6.24","4.13M","-3.36%"
"May 10, 2023","6.59","6.52","6.69","6.31","4.48M","0.92%"
"May 09, 2023","6.52","6.59","6.63","6.46","2.33M","-0.91%"
"May 08, 2023","6.59","6.91","6.91","6.42","5.59M","-4.65%"
"May 07, 2023","6.91","6.92","6.98","6.87","1.77M","-0.22%"
"May 06, 2023","6.92","7.23","7.27","6.89","2.77M","-4.21%"
"May 05, 2023","7.23","7.00","7.28","6.95","3.03M","3.29%"
"May 04, 2023","7.00","7.13","7.16","6.96","1.86M","-1.84%"
"May 03, 2023","7.13","6.99","7.15","6.82","3.41M","2.01%"
"May 02, 2023","6.99","6.90","7.01","6.81","2.32M","1.19%"
"May 01, 2023","6.90","7.02","7.08","6.80","3.65M","-1.68%"
"Apr 30, 2023","7.02","7.19","7.30","7.02","3.05M","-2.28%"
"Apr 29, 2023","7.19","7.04","7.22","6.99","2.58M","1.99%"
"Apr 28, 2023","7.04","7.17","7.19","6.97","3.73M","-1.78%"
"Apr 27, 2023","7.17","7.00","7.23","6.99","5.63M","2.40%"
"Apr 26, 2023","7.00","7.27","7.50","6.74","7.56M","-3.71%"
"Apr 25, 2023","7.27","7.07","7.30","6.95","3.79M","2.90%"
"Apr 24, 2023","7.07","7.08","7.26","7.01","4.23M","-0.21%"
"Apr 23, 2023","7.08","7.18","7.18","6.89","4.37M","-1.26%"
"Apr 22, 2023","7.18","7.11","7.23","7.08","3.13M","0.76%"
"Apr 21, 2023","7.12","7.52","7.60","7.03","7.16M","-5.25%"
"Apr 20, 2023","7.52","7.75","7.96","7.47","7.76M","-3.07%"
"Apr 19, 2023","7.75","8.58","8.60","7.65","10.62M","-9.52%"
"Apr 18, 2023","8.57","8.16","8.79","8.04","9.68M","5.04%"
"Apr 17, 2023","8.16","8.14","8.29","7.89","8.04M","0.28%"
"Apr 16, 2023","8.14","8.00","8.19","7.90","4.47M","1.72%"
"Apr 15, 2023","8.00","7.74","8.08","7.62","5.06M","3.28%"
"Apr 14, 2023","7.74","7.46","7.90","7.46","8.14M","3.86%"
"Apr 13, 2023","7.46","7.23","7.51","7.17","4.01M","3.20%"
"Apr 12, 2023","7.23","7.30","7.37","7.10","3.97M","-1.08%"
"Apr 11, 2023","7.30","7.34","7.45","7.28","3.17M","-0.49%"
"Apr 10, 2023","7.34","7.20","7.36","7.14","2.80M","1.90%"
"Apr 09, 2023","7.20","7.13","7.25","7.06","1.36M","0.98%"
"Apr 08, 2023","7.13","7.26","7.30","7.09","1.50M","-1.80%"
"Apr 07, 2023","7.26","7.20","7.30","7.11","2.00M","0.89%"
"Apr 06, 2023","7.20","7.32","7.33","7.12","3.09M","-1.69%"
"Apr 05, 2023","7.32","7.37","7.60","7.22","5.41M","-0.67%"
"Apr 04, 2023","7.37","7.24","7.48","7.22","4.53M","1.89%"
"Apr 03, 2023","7.24","7.26","7.44","7.03","5.45M","-0.30%"
"Apr 02, 2023","7.26","7.55","7.55","7.19","2.77M","-3.83%"
"Apr 01, 2023","7.55","7.59","7.64","7.45","2.86M","-0.54%"
"Mar 31, 2023","7.59","7.23","7.67","7.23","6.52M","4.88%"
"Mar 30, 2023","7.23","7.38","7.55","7.14","5.49M","-2.04%"
"Mar 29, 2023","7.39","6.95","7.49","6.93","5.97M","6.32%"
"Mar 28, 2023","6.95","6.87","7.04","6.76","4.20M","1.08%"
"Mar 27, 2023","6.87","7.26","7.27","6.77","4.81M","-5.27%"
"Mar 26, 2023","7.26","7.08","7.29","7.05","2.36M","2.40%"
"Mar 25, 2023","7.08","7.19","7.25","6.97","3.44M","-1.41%"
"Mar 24, 2023","7.19","7.61","7.66","7.12","5.36M","-5.61%"
"Mar 23, 2023","7.61","7.17","7.63","7.09","6.51M","6.21%"
"Mar 22, 2023","7.17","7.37","7.71","7.00","12.79M","-2.82%"
"Mar 21, 2023","7.38","7.05","7.47","6.85","7.16M","4.70%"
"Mar 20, 2023","7.05","7.08","7.43","6.93","9.89M","-0.34%"
"Mar 19, 2023","7.07","6.92","7.28","6.92","4.20M","2.12%"
"Mar 18, 2023","6.92","7.21","7.30","6.86","6.25M","-4.00%"
"Mar 17, 2023","7.21","6.66","7.25","6.61","7.39M","8.19%"
"Mar 16, 2023","6.66","6.54","6.68","6.45","4.03M","1.99%"
"Mar 15, 2023","6.54","6.96","7.11","6.40","7.80M","-6.04%"
"Mar 14, 2023","6.96","6.76","7.20","6.61","10.49M","2.92%"
"Mar 13, 2023","6.76","6.55","6.87","6.40","9.27M","3.16%"
"Mar 12, 2023","6.55","6.16","6.56","6.07","6.21M","6.26%"
"Mar 11, 2023","6.16","6.21","6.38","5.93","6.87M","-0.66%"
"Mar 10, 2023","6.21","6.16","6.26","5.91","8.11M","0.70%"
"Mar 09, 2023","6.16","6.58","6.69","6.03","7.49M","-6.41%"
"Mar 08, 2023","6.58","6.88","6.95","6.52","5.48M","-4.28%"
"Mar 07, 2023","6.88","6.85","6.97","6.67","3.95M","0.26%"
"Mar 06, 2023","6.86","6.94","6.98","6.82","2.67M","-1.19%"
